Staten Island / Hoffman Island;-74.0540604493987 40.5771164452389,-74.0548977821080 40.5777824409198,-74.0546931697340 40.5796916322291,-74.0548513455947 40.5797075930779,-74.0548456005217 40.5799457914276,-74.0536862915042 40.5805487596144,-74.0529319063982 40.5799024746658,-74.0531403682103 40.5777027145406,-74.0540604493987 40.5771164452389
Brooklyn / Jamaica Bay;-73.8681472819100 40.5819889032193,-73.8689629221041 40.5816937947886,-73.8700031364292 40.5826366148159,-73.8705059791835 40.5833419530137,-73.8706149786034 40.5849153510611,-73.8711592267543 40.5868738879672,-73.8698135654803 40.5894609267890,-73.8684967164721 40.5900898502896,-73.8675927577520 40.5910057916906,-73.8663505209817 40.5918926765639,-73.8643082669254 40.5914147443264,-73.8632727355876 40.5909080756933,-73.8627415609459 40.5903664071008,-73.8627234849808 40.5900745107534,-73.8619321622174 40.5888989453746,-73.8614940111154 40.5885424736020,-73.8612529937737 40.5879880859212,-73.8616744793338 40.5861447949945,-73.8632747107196 40.5838768485318,-73.8638344288953 40.5836517821741,-73.8644924533569 40.5836149381787,-73.8670614940620 40.5820879767926,-73.8681472819100 40.5819889032193
Brooklyn / Jamaica Bay;-73.8696707071150 40.5966885636221,-73.8702089977029 40.5969542327886,-73.8695270754893 40.5987137503544,-73.8696707071150 40.5966885636221
Brooklyn / Jamaica Bay;-73.8710814181148 40.5989011474701,-73.8704941198072 40.6026044462053,-73.8702628056511 40.6016812212534,-73.8701949155589 40.5989964059026,-73.8710814181148 40.5989011474701
Brooklyn / Jamaica Bay;-73.8539955966534 40.5966834863476,-73.8546586315605 40.5965783889284,-73.8549264858167 40.5963016633680,-73.8567336439497 40.5960757643540,-73.8604442053407 40.5964719055963,-73.8605497798519 40.5970630201916,-73.8627482079284 40.5990712049194,-73.8632866320008 40.5998100421640,-73.8633599914761 40.6003222027711,-73.8629750626097 40.6010182726156,-73.8618718984724 40.6021643258159,-73.8611281429048 40.6025503310751,-73.8607816916686 40.6026084002563,-73.8604888421351 40.6023393473946,-73.8590591432798 40.6020614305688,-73.8548259584891 40.6018671953545,-73.8547120072929 40.6016490253250,-73.8542738729488 40.6014304366962,-73.8537209034069 40.6014006651785,-73.8527683822177 40.6009488540267,-73.8517604530561 40.5996975138126,-73.8507674800156 40.5988394438373,-73.8515312289378 40.5984339362204,-73.8524333580702 40.5973333977952,-73.8539955966534 40.5966834863476
Brooklyn / Jamaica Bay;-73.8676819422015 40.6030707666781,-73.8683080846481 40.6031391601410,-73.8679350537270 40.6039611354529,-73.8670260728703 40.6041715840082,-73.8670290525151 40.6037433888547,-73.8676819422015 40.6030707666781
Brooklyn / Jamaica Bay;-73.8687431755917 40.6070351792792,-73.8686846882675 40.6082411581838,-73.8677750162708 40.6085394887791,-73.8670239947516 40.6080681787694,-73.8687431755917 40.6070351792792
Brooklyn / Jamaica Bay;-73.8358760162304 40.6056369075455,-73.8361015662885 40.6073627938232,-73.8342834262001 40.6091856818530,-73.8344626562024 40.6071925329424,-73.8358760162304 40.6056369075455
Brooklyn / Jamaica Bay;-73.8710933076808 40.6046941739947,-73.8710565671208 40.6062850884950,-73.8724557981188 40.6081855303485,-73.8730012272477 40.6105554584599,-73.8718008280204 40.6102804135795,-73.8710387011171 40.6097235825265,-73.8707600860723 40.6087054009088,-73.8696644289256 40.6065401234122,-73.8710933076808 40.6046941739947
Brooklyn / Jamaica Bay;-73.8553032546511 40.6131454135728,-73.8523670438485 40.6131559890767,-73.8537684596208 40.6140875965168,-73.8526319511280 40.6150940819098,-73.8497398630649 40.6151560581433,-73.8501085748942 40.6102121933451,-73.8551559228835 40.6061205130015,-73.8570863817324 40.6064682429336,-73.8570405272773 40.6082994888760,-73.8590175531828 40.6094757539251,-73.8592485545241 40.6112548298691,-73.8580209314634 40.6126438169105,-73.8564836081518 40.6131906948646,-73.8585805678278 40.6169170872218,-73.8552306763190 40.6161314533580,-73.8553032546511 40.6131454135728
Brooklyn / Jamaica Bay;-73.8428357352879 40.6166094361636,-73.8440085013590 40.6170413661527,-73.8445419347369 40.6148679216751,-73.8409994253962 40.6130291262161,-73.8382566729079 40.6138472152112,-73.8407944240837 40.6056432663826,-73.8471480962171 40.6036142421911,-73.8517940221520 40.6068971685837,-73.8512409291045 40.6077196134149,-73.8477901340585 40.6092353852628,-73.8481676943363 40.6125342282983,-73.8473110553624 40.6134384609225,-73.8463952271193 40.6160368148017,-73.8461480451384 40.6177284203663,-73.8430442129677 40.6177376963904,-73.8428357352879 40.6166094361636
Brooklyn / Jamaica Bay;-73.8340188820032 40.6143811669232,-73.8343416812230 40.6143654371973,-73.8354228868332 40.6146104544358,-73.8355164942013 40.6149487464121,-73.8358557262376 40.6152089990529,-73.8363440356098 40.6151193371037,-73.8362844359389 40.6152322550189,-73.8365081016467 40.6152958420858,-73.8366362635533 40.6151455269783,-73.8377916748415 40.6155596503429,-73.8377115410225 40.6157043253198,-73.8372186510887 40.6158102643932,-73.8369098915000 40.6161509496177,-73.8365303847244 40.6161214100874,-73.8359416252953 40.6165452619170,-73.8349622264558 40.6177803088118,-73.8349669997514 40.6179621864637,-73.8351689239138 40.6180370242932,-73.8350039738717 40.6181734517210,-73.8349758522946 40.6185918552127,-73.8353565078121 40.6187130901798,-73.8355207781153 40.6193789935434,-73.8357470655858 40.6196115263298,-73.8355123629349 40.6199581061453,-73.8349581506370 40.6198392877337,-73.8351047182865 40.6194978330165,-73.8347720600692 40.6198441454682,-73.8353120185363 40.6201453708087,-73.8349429124769 40.6204341429027,-73.8349871616531 40.6210112998898,-73.8347511736380 40.6212621377586,-73.8348611067038 40.6215266470544,-73.8346451387167 40.6219977273907,-73.8353473399039 40.6236957788439,-73.8351435585973 40.6254870827966,-73.8334223080996 40.6267819834621,-73.8340188820032 40.6143811669232
Brooklyn / Jamaica Bay;-73.8782477932424 40.6154446083315,-73.8748138686504 40.6235871891836,-73.8668438414253 40.6278292428603,-73.8649819349592 40.6256607060410,-73.8660653310634 40.6214933257439,-73.8662612766594 40.6184563470188,-73.8708460312826 40.6169674264568,-73.8782477932424 40.6154446083315
Brooklyn / Jamaica Bay;-73.8346437729094 40.6274270794252,-73.8330410090776 40.6282612710605,-73.8334223080996 40.6267819834621,-73.8346437729094 40.6274270794252
Brooklyn / Jamaica Bay;-73.8498463023339 40.6262244907468,-73.8472783779395 40.6266216697927,-73.8450499171836 40.6254110618836,-73.8435801082147 40.6231781641853,-73.8461475400856 40.6222236086026,-73.8484778158128 40.6224187847905,-73.8566551025771 40.6199936491892,-73.8594769762603 40.6186652168382,-73.8610713214832 40.6177120793698,-73.8636498879493 40.6178787736424,-73.8640410627649 40.6192075967141,-73.8634391078950 40.6189421751306,-73.8615182548523 40.6190492183992,-73.8614700069785 40.6212392461794,-73.8610288344935 40.6241389869949,-73.8634788094700 40.6233886093158,-73.8633495567023 40.6259249087777,-73.8613763246572 40.6259791529878,-73.8604108227087 40.6251669129775,-73.8586133893473 40.6279620223280,-73.8576777902822 40.6279837589484,-73.8578630938300 40.6284449026683,-73.8565055097760 40.6290973537266,-73.8561347984124 40.6282809112729,-73.8539654419114 40.6276109438979,-73.8543693106277 40.6288176765439,-73.8507169610858 40.6280029921095,-73.8484686813020 40.6296433307523,-73.8473435066699 40.6290947397163,-73.8498463023339 40.6262244907468
Brooklyn / Jamaica Bay;-73.8411020544743 40.6245564365151,-73.8444571152820 40.6298477944409,-73.8424237457676 40.6315325482391,-73.8376517436241 40.6328397329560,-73.8362373159783 40.6311108612317,-73.8411020544743 40.6245564365151
Brooklyn / Jamaica Bay;-73.8485899664392 40.6301319868065,-73.8585583634798 40.6304582881956,-73.8561374187590 40.6350815460146,-73.8466791484023 40.6387317117571,-73.8435200763131 40.6365036853270,-73.8450485927888 40.6331748379944,-73.8472183483236 40.6319656857009,-73.8485899664392 40.6301319868065
Brooklyn / Mill Basin;-73.9243650000000 40.6114620000000,-73.9169030000000 40.6162740000000,-73.9172650000000 40.6195480000000,-73.9125250000000 40.6198310000000,-73.9102600000000 40.6177800000000,-73.9030920000000 40.6121350000000,-73.8985820000000 40.6052230000000,-73.8987770000000 40.6038900000000,-73.9142791182546 40.6022552865159,-73.9224980000000 40.6098090000000,-73.9243650000000 40.6114620000000
Brooklyn / South Slope;-73.9850416585200 40.6589680061100,-73.9872260000000 40.6604820000000,-73.9886950000000 40.6625040000000,-73.9907630000000 40.6639630000000,-73.9930030000000 40.6652880000000,-73.9887260000000 40.6703420000000,-73.9768460000000 40.6646070000000,-73.9796540000000 40.6612410000000,-73.9801710000000 40.6611550000000,-73.9802130000000 40.6609290000000,-73.9800610000000 40.6607910000000,-73.9809096015749 40.6597753428011,-73.9832237073999 40.6609937257298,-73.9839195669031 40.6601150154119,-73.9850416585200 40.6589680061100
Brooklyn / Vinegar Hill;-73.9857120000000 40.6984500000000,-73.9861880000000 40.6995510000000,-73.9867980000000 40.7004050000000,-73.9866080000000 40.7037570000000,-73.9862220000000 40.7043340000000,-73.9861910000000 40.7048120000000,-73.9804940000000 40.7052720000000,-73.9792330000000 40.7057690000000,-73.9793280000000 40.7047460000000,-73.9802240000000 40.7030630000000,-73.9806490000000 40.7015610000000,-73.9804550000000 40.7008520000000,-73.9805440000000 40.6982460000000,-73.9849600000000 40.6984450000000,-73.9857120000000 40.6984500000000
Brooklyn / Gerritsen Beach;-73.9080420000000 40.5908030000000,-73.9093350000000 40.5884110000000,-73.9107620000000 40.5870100000000,-73.9121990000000 40.5865940000000,-73.9134780000000 40.5859040000000,-73.9140830000000 40.5852140000000,-73.9194820000000 40.5840850000000,-73.9229700000000 40.5840380000000,-73.9265150000000 40.5844510000000,-73.9264260000000 40.5848180000000,-73.9268110000000 40.5855810000000,-73.9281564434013 40.5855065565987,-73.9284485378225 40.5860923489801,-73.9295860000000 40.5868840000000,-73.9306900000000 40.5891090000000,-73.9311410000000 40.5894900000000,-73.9314900000000 40.5905550000000,-73.9314640000000 40.5912790000000,-73.9311810000000 40.5917400000000,-73.9316730000000 40.5925490000000,-73.9318460000000 40.5925330000000,-73.9330560000000 40.5948870000000,-73.9342270000000 40.6010100000000,-73.9350320000000 40.6017340000000,-73.9262490000000 40.6074140000000,-73.9244410000000 40.6057940000000,-73.9215840000000 40.6076390000000,-73.9206590000000 40.6067550000000,-73.9196930000000 40.6073110000000,-73.9104560000000 40.5987730000000,-73.9081170000000 40.5916590000000,-73.9080420000000 40.5908030000000
Bronx / Melrose;-73.9253850000000 40.8180660000000,-73.9229400000000 40.8205980000000,-73.9200630000000 40.8226670000000,-73.9163090000000 40.8249030000000,-73.9094095211110 40.8228688606759,-73.9097847907128 40.8225196694815,-73.9117450000000 40.8221070000000,-73.9140310000000 40.8189560000000,-73.9167640000000 40.8165570000000,-73.9176250000000 40.8160550000000,-73.9253850000000 40.8180660000000
Brooklyn / Brighton Beach;-73.9523250000000 40.5741340000000,-73.9529890000000 40.5742210000000,-73.9533980000000 40.5744870000000,-73.9532690000000 40.5742560000000,-73.9538070000000 40.5743630000000,-73.9540220000000 40.5742310000000,-73.9540860000000 40.5743960000000,-73.9544670000000 40.5745040000000,-73.9552240000000 40.5745060000000,-73.9560230000000 40.5743930000000,-73.9560800000000 40.5740280000000,-73.9564620000000 40.5742860000000,-73.9584920000000 40.5741770000000,-73.9586440000000 40.5736560000000,-73.9587300000000 40.5739550000000,-73.9592220000000 40.5741090000000,-73.9806180360157 40.5717554535732,-73.9827340000000 40.5833680000000,-73.9775170000000 40.5827450000000,-73.9705597338210 40.5839092661790,-73.9690870000000 40.5840010000000,-73.9678775323579 40.5846015323579,-73.9666140000000 40.5845750000000,-73.9652110000000 40.5837880000000,-73.9620700000000 40.5842030000000,-73.9590070000000 40.5828380000000,-73.9573530000000 40.5830230000000,-73.9565360000000 40.5826590000000,-73.9541430000000 40.5831050000000,-73.9524260000000 40.5745590000000,-73.9523250000000 40.5741340000000
Brooklyn / Kensington;-73.9751644490062 40.6478640566272,-73.9732398241020 40.6476495389607,-73.9713970000000 40.6482004570283,-73.9667770000000 40.6322950000000,-73.9703605429717 40.6306843144576,-73.9765780000000 40.6275740000000,-73.9785315930298 40.6378921695220,-73.9890248432798 40.6440986801381,-73.9792500000000 40.6481230000000,-73.9790892285141 40.6474280000000,-73.9751644490062 40.6478640566272
Brooklyn / Sea Gate;-74.0024391926334 40.5717869305464,-74.0052050000000 40.5722500000000,-74.0068900000000 40.5729920000000,-74.0103050000000 40.5736230000000,-74.0114060000000 40.5739770000000,-74.0122090000000 40.5747730000000,-74.0129310000000 40.5774850000000,-74.0127500000000 40.5785570000000,-74.0104750000000 40.5804390000000,-74.0066040000000 40.5808810000000,-74.0062460000000 40.5817370000000,-74.0048360000000 40.5818550000000,-74.0039480000000 40.5813660000000,-74.0039368762358 40.5805980000000,-74.0025480000000 40.5733270000000,-74.0024391926334 40.5717869305464
Brooklyn / Plum Beach;-73.9134780000000 40.5859040000000,-73.9130520000000 40.5856810000000,-73.9121770000000 40.5833050000000,-73.9110520000000 40.5823300000000,-73.9114650000000 40.5813310000000,-73.9127750000000 40.5812540000000,-73.9147580000000 40.5819910000000,-73.9150390000000 40.5807670000000,-73.9187540000000 40.5820640000000,-73.9263040000000 40.5835740000000,-73.9296510000000 40.5834400000000,-73.9265150000000 40.5844510000000,-73.9229700000000 40.5840380000000,-73.9194820000000 40.5840850000000,-73.9140830000000 40.5852140000000,-73.9134780000000 40.5859040000000
Brooklyn / Midwood;-73.9765780000000 40.6275740000000,-73.9712650000000 40.6301330000000,-73.9704180859435 40.6307130859435,-73.9692810000000 40.6310880000000,-73.9667770000000 40.6322950000000,-73.9660740000000 40.6295450000000,-73.9572990000000 40.6305120000000,-73.9571240000000 40.6295860000000,-73.9474580000000 40.6305900000000,-73.9473270000000 40.6291660000000,-73.9448270000000 40.6160460000000,-73.9491190000000 40.6130530000000,-73.9507780000000 40.6116350000000,-73.9525770000000 40.6110370000000,-73.9729940000000 40.6088140000000,-73.9732750000000 40.6102810000000,-73.9765780000000 40.6275740000000
Brooklyn / Gowanus;-73.9927700000000 40.6655070000000,-73.9951930000000 40.6670250000000,-73.9970920000000 40.6692670000000,-73.9986590000000 40.6717050000000,-73.9987820000000 40.6715940000000,-73.9990760000000 40.6722070000000,-73.9989580000000 40.6721780000000,-73.9999080000000 40.6737370000000,-73.9998310000000 40.6741980000000,-74.0002860000000 40.6747310000000,-74.0010300000000 40.6764130000000,-74.0000550000000 40.6784200000000,-73.9980680000000 40.6778660000000,-73.9976720000000 40.6786820000000,-73.9960370000000 40.6783450000000,-73.9953730000000 40.6794820000000,-73.9932950000000 40.6784790000000,-73.9887120000000 40.6852240000000,-73.9800340000000 40.6818540000000,-73.9839010000000 40.6761480000000,-73.9922380000000 40.6661330000000,-73.9927700000000 40.6655070000000
